,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min),prediction
20055,95B3,INDORES08DEL03,21,4.0,22.725748,75.898497,22.755747,75.928497,Snack ,motorcycle ,15,14.782619
36531,982D,JAPRES15DEL03,38,4.8,26.891191,75.802083,27.031191,75.942083,Drinks ,motorcycle ,15,14.924431
552,7096,PUNERES01DEL03,26,4.1,18.569156,73.774723,18.629156,73.834723,Meal ,motorcycle ,21,21.113577
26343,64B7,RANCHIRES15DEL01,39,4.8,23.369746,85.33982,23.439746,85.40982,Snack ,motorcycle ,44,43.720245
39871,B95A,BANGRES07DEL02,35,4.8,12.978453,77.643685,13.058453,77.723685,Buffet ,motorcycle ,22,22.04425
5234,DE35,KOLRES01DEL03,34,4.8,22.514688,88.393294,22.574688,88.453294,Drinks ,scooter ,15,14.788152
29762,D842,BHPRES11DEL03,31,4.4,23.233219,77.433571,23.293219,77.493571,Buffet ,motorcycle ,21,21.113577
26612,351E,VADRES17DEL03,30,4.6,0.0,0.0,0.09,0.09,Drinks ,motorcycle ,43,43.02076
13264,7143,VADRES03DEL03,33,5.0,22.32,73.17,22.38,73.23,Drinks ,motorcycle ,34,34.05279
40862,2A27,SURRES16DEL02,23,4.8,21.160437,72.774209,21.290437,72.904209,Buffet ,motorcycle ,22,22.04425
11193,1657,SURRES14DEL01,35,4.8,21.157729,72.768726,21.227729,72.838726,Snack ,motorcycle ,54,52.716812
15095,3F63,MYSRES11DEL01,24,4.4,12.323225,76.630028,12.433225,76.740028,Meal ,scooter ,31,30.716867
41343,92C1,INDORES09DEL02,34,4.8,22.725835,75.887648,22.855835,76.017648,Meal ,motorcycle ,23,22.902306
37238,B165,JAPRES010DEL02,35,5.0,26.921411,75.793604,26.941411,75.813604,Buffet ,motorcycle ,25,24.972687
25997,B4C,MUMRES05DEL01,39,4.6,18.927584,72.832585,18.937584,72.842585,Meal ,scooter ,23,22.903637
12531,16CA,HYDRES20DEL03,29,4.6,17.483216,78.552111,17.543216,78.612111,Buffet ,motorcycle ,27,26.934023
9888,4B06,SURRES17DEL02,21,4.5,21.149569,72.772697,21.279569,72.902697,Buffet ,motorcycle ,24,23.846292
6144,1A51,SURRES07DEL02,36,4.3,21.170798,72.790489,21.220798,72.840489,Drinks ,motorcycle ,31,30.996916
838,A229,HYDRES16DEL02,36,4.7,17.440827,78.393391,17.460827,78.413391,Drinks ,motorcycle ,25,24.972687
36272,A321,PUNERES03DEL01,25,4.6,18.554382,73.798206,18.594382,73.838206,Snack ,motorcycle ,29,29.048677
36817,40C1,RANCHIRES07DEL03,23,4.8,23.359407,85.325055,23.419407,85.385055,Meal ,motorcycle ,11,11.075997
16533,433F,PUNERES08DEL03,36,5.0,18.53408,73.89852,18.62408,73.98852,Buffet ,scooter ,22,22.060421
5243,2D7A,CHENRES14DEL02,29,5.0,13.026279,80.174568,13.156279,80.304568,Drinks ,motorcycle ,34,34.103058
13432,1E+69,INDORES07DEL02,24,4.4,22.722634,75.886959,22.772634,75.936959,Meal ,motorcycle ,44,43.56187
26964,96AB,JAPRES20DEL02,28,4.8,26.956431,75.776649,27.086431,75.906649,Meal ,scooter ,26,26.028744
415,96F0,CHENRES19DEL01,26,5.0,12.986047,80.218114,13.056047,80.288114,Meal ,electric_scooter ,24,23.872654
40106,347B,RANCHIRES03DEL01,34,4.1,0.0,0.0,0.04,0.04,Drinks ,motorcycle ,38,38.40172
10418,9E+89,VADRES16DEL02,33,3.6,0.0,0.0,0.08,0.08,Buffet ,scooter ,31,30.716867
15948,959B,JAPRES08DEL03,34,4.2,26.910262,75.783013,27.000262,75.873013,Buffet ,motorcycle ,40,40.19658
23258,D195,AURGRES17DEL02,35,4.6,19.876994,75.372353,19.956994,75.452353,Drinks ,scooter ,22,22.060421
37168,25F0,COIMBRES02DEL02,38,5.0,11.022477,76.995667,11.072477,77.045667,Drinks ,electric_scooter ,23,23.151405
6486,9754,MYSRES20DEL02,23,4.6,12.337978,76.616792,12.357978,76.636792,Meal ,electric_scooter ,18,17.960625
2162,B268,COIMBRES02DEL02,36,4.5,11.022477,76.995667,11.042477,77.015667,Drinks ,scooter ,30,29.88124
16687,7DF8,HYDRES11DEL03,28,4.8,17.430448,78.418213,17.460448,78.448213,Buffet ,scooter ,16,15.925627
13872,DC74,KOCRES17DEL01,36,4.8,9.959778,76.296106,9.999778,76.336106,Meal ,motorcycle ,25,24.981205
8611,6124,COIMBRES05DEL01,35,4.7,11.022169,76.999594,11.062169,77.039594,Drinks ,motorcycle ,34,34.05279
45128,6D3C,BANGRES18DEL02,21,4.5,12.913041,77.683237,12.993041,77.763237,Snack ,motorcycle ,18,17.966793
44797,D34A,DEHRES20DEL01,22,4.9,0.0,0.0,0.11,0.11,Meal ,motorcycle ,21,21.107952
8431,2AC2,COIMBRES12DEL03,31,3.5,11.000762,76.981876,11.090762,77.071876,Snack ,scooter ,41,40.945267
7655,C898,BHPRES05DEL01,35,4.8,23.214459,77.434976,23.324459,77.544976,Buffet ,scooter ,35,34.994797
32024,4BBA,HYDRES08DEL01,29,4.8,17.438263,78.397865,17.548263,78.507865,Snack ,motorcycle ,30,30.025574
1432,1AFE,PUNERES17DEL01,25,4.9,18.530963,73.828972,18.640963,73.938972,Meal ,scooter ,26,26.028744
10615,71D6,SURRES03DEL02,26,5.0,21.186884,72.793616,21.316884,72.923616,Drinks ,motorcycle ,31,30.823174
27123,963,MUMRES20DEL01,29,4.6,19.103249,72.846749,19.213249,72.956749,Snack ,motorcycle ,28,28.029602
27784,C7C,CHENRES010DEL02,36,4.9,13.066762,80.251865,13.196762,80.381865,Buffet ,motorcycle ,41,41.083363
39944,CA31,KOLRES02DEL01,32,4.8,22.514585,88.39331,22.554585,88.43331,Buffet ,scooter ,28,27.885803
26896,D71E,DEHRES06DEL02,35,4.7,30.361281,78.068022,30.411281,78.118022,Buffet ,motorcycle ,25,24.981205
26099,4E+01,RANCHIRES07DEL03,36,4.9,23.359407,85.325055,23.449407,85.415055,Snack ,motorcycle ,40,40.19658
20299,6153,INDORES13DEL01,33,5.0,22.745049,75.892471,22.815049,75.962471,Meal ,motorcycle ,30,30.025574
6510,B340,RANCHIRES07DEL01,25,4.6,23.359407,85.325055,23.429407,85.395055,Buffet ,motorcycle ,27,27.088047
40092,55C7,CHENRES05DEL03,20,4.9,13.058616,80.264151,13.118616,80.324151,Buffet ,motorcycle ,29,29.048677
8907,C2AC,KOCRES07DEL01,33,4.7,9.985697,76.281128,10.055697,76.351128,Snack ,motorcycle ,26,26.00238
33841,3699,MYSRES010DEL01,28,4.6,12.321214,76.621094,12.391214,76.691094,Drinks ,motorcycle ,22,22.04425
4572,F85,RANCHIRES11DEL01,23,4.5,23.359194,85.325447,23.469194,85.435447,Drinks ,electric_scooter ,25,24.913887
11160,1A4B,MYSRES08DEL01,29,5.0,12.297954,76.665169,12.337954,76.705169,Drinks ,motorcycle ,20,19.840448
5177,5B8E,MUMRES01DEL02,24,4.5,19.12663,72.829976,19.14663,72.849976,Drinks ,motorcycle ,23,22.921125
10466,4407,MUMRES16DEL03,39,4.9,19.120083,72.907385,19.150083,72.937385,Buffet ,scooter ,29,29.058903
9977,C5A8,BHPRES14DEL02,24,4.8,0.0,0.0,0.08,0.08,Snack ,scooter ,27,27.11441
1963,8E+07,MYSRES01DEL02,25,4.2,12.311072,76.654878,12.331072,76.674878,Snack ,motorcycle ,25,24.972687
38068,A29F,RANCHIRES20DEL03,28,4.9,23.39925,85.390464,23.48925,85.480464,Meal ,scooter ,29,29.141817
5446,C88E,KOCRES010DEL01,30,4.8,10.035573,76.336958,10.145573,76.446958,Drinks ,motorcycle ,28,28.029602
17469,1994,HYDRES09DEL03,29,4.6,17.431668,78.408321,17.491668,78.468321,Meal ,motorcycle ,22,22.049875
6674,BA36,CHENRES010DEL01,25,4.9,13.066762,80.251865,13.176762,80.361865,Snack ,motorcycle ,29,29.115454
36262,BBCC,PUNERES08DEL03,26,4.4,18.53408,73.89852,18.56408,73.92852,Meal ,motorcycle ,20,19.840448
11459,A819,MYSRES15DEL01,26,4.6,12.352058,76.60665,12.462058,76.71665,Buffet ,motorcycle ,17,17.155363
21703,60C,VADRES010DEL01,29,4.6,22.310329,73.169083,22.420329,73.279083,Snack ,motorcycle ,27,27.088047
19784,5CA9,MUMRES05DEL03,22,4.7,18.927584,72.832585,18.957584,72.862585,Buffet ,electric_scooter ,33,32.93572
8955,100F,CHENRES09DEL02,35,4.9,13.044694,80.26147,13.124694,80.34147,Buffet ,motorcycle ,30,30.025574
4271,707D,PUNERES17DEL02,27,4.7,18.530963,73.828972,18.610963,73.908972,Buffet ,motorcycle ,49,49.22008
37935,947B,RANCHIRES18DEL03,32,5.0,23.351489,85.324253,23.411489,85.384253,Snack ,motorcycle ,19,19.077866
17038,E69,RANCHIRES09DEL03,29,4.6,23.351058,85.325731,23.381058,85.355731,Snack ,scooter ,13,12.919844
44203,7A08,COIMBRES11DEL02,26,4.8,11.001753,76.986241,11.051753,77.036241,Buffet ,scooter ,24,23.950197
1702,74BE,CHENRES13DEL02,28,4.0,13.027018,80.254791,13.077018,80.304791,Meal ,motorcycle ,34,34.05279
29046,1990,VADRES09DEL01,37,4.6,0.0,0.0,0.11,0.11,Meal ,scooter ,17,17.15564
18229,54CD,RANCHIRES06DEL02,25,4.8,23.357804,85.325146,23.407804,85.375146,Buffet ,motorcycle ,18,18.007782
15399,3B8C,PUNERES18DEL01,20,4.3,18.593481,73.785901,18.633481,73.825901,Meal ,motorcycle ,46,45.74046
35086,A1A3,HYDRES07DEL02,38,4.6,17.424114,78.347554,17.474114,78.397554,Meal ,motorcycle ,28,27.875578
13219,8778,HYDRES11DEL02,32,4.3,17.430448,78.418213,17.560448,78.548213,Meal ,motorcycle ,49,49.22008
8703,375D,VADRES010DEL01,34,4.8,22.310329,73.169083,22.380329,73.239083,Snack ,scooter ,17,17.15564
25513,A4B5,BANGRES16DEL03,29,4.3,13.029198,77.570997,13.119198,77.660997,Snack ,motorcycle ,31,30.823174
9554,296F,SURRES010DEL01,29,4.6,21.17106,72.789292,21.24106,72.859292,Drinks ,motorcycle ,52,52.112175
38369,2BFF,SURRES13DEL03,21,5.0,21.170096,72.789122,21.260096,72.879122,Meal ,motorcycle ,24,23.846292
9454,91CE,SURRES03DEL02,27,4.7,21.186884,72.793616,21.266884,72.873616,Meal ,scooter ,15,14.924707
2212,229F,JAPRES18DEL02,38,4.1,26.913987,75.752891,26.963987,75.802891,Snack ,motorcycle ,31,30.996916
24730,4496,PUNERES16DEL02,31,5.0,18.536718,73.830327,18.666719,73.960327,Drinks ,motorcycle ,43,43.02076
17694,C391,GOARES15DEL01,20,4.6,15.51315,73.78346,15.58315,73.853459,Meal ,motorcycle ,15,14.924431
8104,B543,COIMBRES11DEL02,30,4.1,11.001753,76.986241,11.081753,77.066241,Drinks ,scooter ,42,41.95218
39716,72A0,JAPRES11DEL01,29,4.1,26.90294,75.793007,26.94294,75.833007,Snack ,motorcycle ,43,42.862385
33425,4E1E,BANGRES05DEL01,39,4.6,12.970324,77.645748,13.010324,77.685748,Buffet ,scooter ,27,26.944248
10469,C75D,AURGRES18DEL02,39,4.8,19.888716,75.321461,19.938716,75.371461,Drinks ,motorcycle ,22,22.049875
43427,7B95,MUMRES05DEL01,32,4.4,18.927584,72.832585,19.037584,72.942585,Drinks ,motorcycle ,46,45.89883
14448,37A9,JAPRES17DEL01,37,4.6,26.892312,75.806896,26.962312,75.876896,Buffet ,motorcycle ,45,45.89883
4089,3C44,MYSRES16DEL03,24,4.3,12.316967,76.603067,12.376967,76.663067,Snack ,motorcycle ,31,30.996916
9922,AA92,BANGRES010DEL01,26,4.9,12.933298,77.614293,12.973298,77.654293,Buffet ,electric_scooter ,22,22.04991
27607,4BB9,PUNERES06DEL01,34,3.6,18.546258,73.904337,18.616258,73.974337,Drinks ,motorcycle ,39,38.91466
24248,A455,SURRES19DEL03,22,5.0,21.149669,72.772629,21.209669,72.832629,Buffet ,motorcycle ,23,23.14118
41849,DDC,INDORES06DEL02,29,4.6,22.728163,75.884212,22.748163,75.904212,Drinks ,motorcycle ,10,10.169705
14010,9B54,RANCHIRES15DEL02,32,4.9,23.369746,85.33982,23.419746,85.38982,Buffet ,electric_scooter ,15,14.788152
34066,94A7,JAPRES06DEL01,27,4.8,26.911927,75.797282,26.951927,75.837282,Snack ,scooter ,18,18.020481
10294,3064,VADRES05DEL02,39,4.6,22.310526,73.170937,22.390526,73.250937,Snack ,scooter ,26,26.028744
39693,9EA6,JAPRES05DEL01,30,4.9,26.905287,75.794592,27.015287,75.904592,Drinks ,electric_scooter ,36,35.95955
16506,405E,INDORES03DEL01,23,4.9,22.751857,75.866699,22.821857,75.936699,Drinks ,scooter ,20,19.850994
7675,C9D4,AGRRES02DEL01,37,4.4,0.0,0.0,0.07,0.07,Buffet ,motorcycle ,48,48.09312
33592,53C3,MUMRES07DEL02,32,4.7,19.091458,72.827808,19.171458,72.907808,Snack ,motorcycle ,26,26.00238
34398,A9F2,INDORES01DEL02,37,4.8,22.695207,75.866059,22.715207,75.886059,Snack ,motorcycle ,32,32.244724
2556,5160,SURRES04DEL03,25,4.7,21.173493,72.801953,21.263493,72.891953,Snack ,motorcycle ,25,24.887524
5962,51C3,CHENRES11DEL02,32,4.8,13.064181,80.236442,13.194181,80.366442,Meal ,motorcycle ,47,47.332565
24,A1B2,CHENRES01DEL01,29,4.5,13.005801,80.250744,13.115801,80.360744,Meal ,electric_scooter ,15,14.924707
2451,D34B,KOLRES12DEL03,27,4.5,22.551084,88.354127,22.581084,88.384127,Snack ,scooter ,23,23.151405
26322,568F,CHENRES05DEL01,38,5.0,13.058616,80.264151,13.098616,80.304151,Buffet ,electric_scooter ,29,29.058903
40004,8C2B,HYDRES11DEL02,37,4.2,17.430448,78.418213,17.560448,78.548213,Snack ,scooter ,35,34.994797
22378,BC09,RANCHIRES11DEL02,38,4.9,23.359194,85.325447,23.439194,85.405447,Drinks ,motorcycle ,19,19.001015
41872,95E,RANCHIRES15DEL02,29,4.6,23.369746,85.33982,23.419746,85.38982,Buffet ,motorcycle ,27,26.934023
9131,BA08,VADRES06DEL01,34,4.9,22.31279,73.170283,22.32279,73.180283,Snack ,electric_scooter ,29,29.029007
20200,9DB6,HYDRES13DEL03,22,4.7,17.431477,78.40035,17.521477,78.49035,Snack ,scooter ,12,12.096799
13162,C42B,KOLRES14DEL02,21,4.7,22.552996,88.35231,22.572996,88.37231,Meal ,scooter ,10,9.916321
40440,5598,PUNERES16DEL02,21,4.8,18.536718,73.830327,18.616719,73.910327,Drinks ,motorcycle ,22,22.04425
13110,7FCC,MYSRES13DEL01,24,4.6,12.310972,76.659264,12.350972,76.699264,Snack ,scooter ,17,17.006456
44271,3082,INDORES07DEL01,26,4.7,22.722634,75.886959,22.732634,75.896959,Meal ,scooter ,20,19.802757
10040,B11B,RANCHIRES19DEL02,31,4.5,23.333017,85.3172,23.353017,85.3372,Drinks ,scooter ,15,14.930243
19852,610B,COIMBRES16DEL02,32,4.6,11.010375,76.95295,11.060375,77.00295,Drinks ,motorcycle ,27,26.934023
43753,8396,PUNERES18DEL02,22,4.8,18.593481,73.785901,18.673481,73.865901,Drinks ,scooter ,27,27.11441
8882,3187,COIMBRES04DEL01,32,4.7,11.024839,77.007003,11.034839,77.017003,Meal ,scooter ,32,32.09456
1389,6AAE,JAPRES02DEL02,35,4.7,26.914142,75.805704,26.934142,75.825704,Buffet ,scooter ,18,17.960625
13818,1B78,MUMRES13DEL02,29,4.6,19.178321,72.834715,19.308321,72.964715,Buffet ,scooter ,35,34.994797
18545,1F94,HYDRES05DEL02,36,4.6,17.433809,78.386744,17.483809,78.436744,Meal ,motorcycle ,28,27.875578
27793,3509,COIMBRES03DEL01,38,4.6,11.025083,77.015393,11.035083,77.025393,Drinks ,motorcycle ,29,29.046495
20301,C3E5,AGRRES08DEL03,34,5.0,27.160934,78.044095,27.300934,78.184095,Snack ,motorcycle ,36,35.9905
33500,AD9A,HYDRES16DEL02,33,5.0,17.440827,78.393391,17.520827,78.473391,Drinks ,motorcycle ,25,24.887524
35516,278A,RANCHIRES16DEL02,27,4.9,23.371292,85.327872,23.451292,85.407872,Drinks ,motorcycle ,17,17.155363
34830,A4B0,COIMBRES17DEL03,25,4.8,11.026117,76.944652,11.056117,76.974652,Drinks ,scooter ,14,13.873483
42848,7163,MYSRES09DEL01,38,4.6,12.323194,76.630583,12.363194,76.670583,Snack ,motorcycle ,17,16.993757
16222,2.7E+06,JAPRES09DEL02,28,4.8,26.911378,75.789034,26.961378,75.839034,Snack ,scooter ,14,13.873483
30701,6E+00,CHENRES20DEL01,33,4.1,12.975996,80.221898,13.015996,80.261898,Buffet ,motorcycle ,44,43.56187
36222,9C68,HYDRES01DEL02,27,4.9,17.410371,78.437225,17.540371,78.567225,Meal ,motorcycle ,14,14.198238
300,A4F5,COIMBRES03DEL03,34,5.0,11.025083,77.015393,11.055083,77.045393,Snack ,electric_scooter ,19,19.090565
35751,D6EC,KNPRES13DEL03,34,4.9,26.481547,80.299775,26.511547,80.329775,Drinks ,motorcycle ,33,32.989975
17133,BB3C,RANCHIRES010DEL02,30,4.7,23.354422,85.3329,23.434422,85.4129,Meal ,motorcycle ,51,51.12357
26778,F7B,CHENRES08DEL02,34,5.0,13.022394,80.242439,13.072394,80.292439,Drinks ,motorcycle ,25,24.981205
25888,28B6,MUMRES02DEL02,34,4.1,19.221315,72.862381,19.351315,72.992381,Meal ,motorcycle ,32,32.163193
37439,8764,PUNERES18DEL02,37,4.3,18.593481,73.785901,18.723481,73.915901,Snack ,motorcycle ,40,40.19658
17762,DC5A,ALHRES14DEL03,28,4.5,25.459775,81.834841,25.489775,81.864841,Buffet ,motorcycle ,22,22.057043
21290,33A9,VADRES17DEL03,35,5.0,0.0,0.0,0.06,0.06,Meal ,motorcycle ,30,29.963593
24546,A1AF,COIMBRES07DEL02,27,4.9,10.96185,76.971082,10.98185,76.991082,Snack ,motorcycle ,12,11.983847
6781,495B,MYSRES13DEL02,31,4.2,12.310972,76.659264,12.390972,76.739264,Buffet ,motorcycle ,40,40.19658
17578,3D92,RANCHIRES07DEL01,30,4.7,23.359407,85.325055,23.369407,85.335055,Drinks ,scooter ,29,29.029007
11811,59CA,PUNERES05DEL02,26,4.8,18.543626,73.905101,18.673626,74.035101,Buffet ,motorcycle ,26,26.00238
18713,8C3,MUMRES13DEL03,29,4.6,19.178321,72.834715,19.268321,72.924715,Drinks ,motorcycle ,33,33.033077
31905,A674,RANCHIRES11DEL02,32,4.1,23.359194,85.325447,23.439194,85.405447,Drinks ,motorcycle ,37,36.77234
18096,166F,HYDRES11DEL02,34,4.9,17.430448,78.418213,17.510448,78.498213,Meal ,scooter ,16,16.074812
22246,BCC9,BANGRES12DEL02,34,5.0,12.939496,77.625999,12.959496,77.645999,Meal ,motorcycle ,14,14.185463
14906,251F,CHENRES19DEL03,24,4.5,12.986047,80.218114,13.076047,80.308114,Snack ,motorcycle ,30,30.025574
6751,2617,JAPRES03DEL03,36,4.8,26.913483,75.803139,26.943483,75.833139,Snack ,motorcycle ,29,29.071573
22064,4F83,MYSRES14DEL01,28,4.9,0.0,0.0,0.01,0.01,Meal ,scooter ,17,17.148546
42367,1EBE,SURRES010DEL02,29,4.6,21.17106,72.789292,21.19106,72.809292,Drinks ,motorcycle ,16,16.061054
45499,D438,GOARES03DEL01,32,4.6,15.574828,73.766883,15.684828,73.876883,Snack ,scooter ,29,29.141817
37877,516E,CHENRES02DEL03,36,4.8,13.086438,80.220672,13.146439,80.280672,Snack ,motorcycle ,28,27.875578
3490,7585,MUMRES02DEL02,28,3.3,19.221315,72.862381,19.301315,72.942381,Buffet ,motorcycle ,36,35.9905
3078,6538,VADRES010DEL03,36,4.4,22.310329,73.169083,22.340329,73.199083,Snack ,motorcycle ,48,47.706192
41760,CEC,RANCHIRES18DEL01,29,4.6,23.351489,85.324253,23.461489,85.434253,Buffet ,motorcycle ,15,14.924431
34876,6796,PUNERES17DEL02,21,4.9,18.530963,73.828972,18.610963,73.908972,Meal ,electric_scooter ,20,19.850994
3209,9818,VADRES01DEL03,26,4.9,22.307898,73.167788,22.397898,73.257788,Buffet ,scooter ,44,43.57702
17637,B3F0,BANGRES12DEL03,38,5.0,12.939496,77.625999,12.999496,77.685999,Drinks ,motorcycle ,29,29.048677
7466,4FB6,INDORES13DEL01,26,4.2,22.745049,75.892471,22.755049,75.902471,Drinks ,motorcycle ,27,26.93184
18947,48A3,HYDRES12DEL02,39,4.4,17.429585,78.392621,17.479585,78.442621,Snack ,motorcycle ,23,23.14118
33411,CAFC,LUDHRES08DEL02,30,4.6,30.899992,75.831338,31.029992,75.961338,Snack ,motorcycle ,43,42.906075
17592,499A,BANGRES14DEL02,33,4.7,12.949934,77.699386,13.029934,77.779386,Meal ,electric_scooter ,30,30.079285
25862,2534,RANCHIRES05DEL02,37,4.7,23.355164,85.324097,23.485164,85.454097,Buffet ,electric_scooter ,24,23.872654
439,92EC,CHENRES010DEL02,34,4.8,13.066762,80.251865,13.116762,80.301865,Drinks ,scooter ,27,26.944248
20276,40AA,MYSRES08DEL03,31,5.0,12.297954,76.665169,12.357954,76.725169,Buffet ,scooter ,16,15.925627
34473,31A0,MYSRES02DEL03,32,4.7,12.304569,76.643622,12.334569,76.673622,Meal ,electric_scooter ,15,14.788152
10316,367F,COIMBRES07DEL02,23,5.0,10.96185,76.971082,11.01185,77.021082,Meal ,scooter ,24,23.950197
21977,8F15,BANGRES16DEL02,20,4.7,13.029198,77.570997,13.079198,77.620997,Drinks ,motorcycle ,23,23.14118
6891,8FF0,VADRES07DEL01,27,4.7,0.0,0.0,0.11,0.11,Meal ,scooter ,41,40.945267
38426,14B4,VADRES03DEL03,22,4.7,22.32,73.17,22.35,73.2,Buffet ,motorcycle ,27,26.94119
12190,1D10,MUMRES03DEL03,31,4.7,19.22384,72.841347,19.25384,72.871347,Buffet ,motorcycle ,22,22.049875
16803,9CB8,INDORES07DEL01,30,4.9,22.722634,75.886959,22.732634,75.896959,Meal ,motorcycle ,17,17.16356
6774,DC51,BHPRES12DEL02,26,4.7,0.0,0.0,0.02,0.02,Drinks ,scooter ,26,26.13511
40916,8677,INDORES12DEL01,31,4.7,22.74806,75.8934,22.78806,75.9334,Drinks ,motorcycle ,28,27.875578
68,273A,VADRES09DEL01,35,4.8,0.0,0.0,0.04,0.04,Buffet ,scooter ,16,15.925627
13175,A82F,MYSRES17DEL01,33,3.7,12.326356,76.619103,12.436356,76.729103,Snack ,motorcycle ,39,38.91466
687,9869,CHENRES18DEL03,31,4.9,12.981615,80.231598,13.041615,80.291598,Snack ,motorcycle ,29,29.048677
24457,7.9E+04,HYDRES15DEL01,26,4.9,17.45971,78.368855,17.49971,78.408855,Meal ,scooter ,19,19.090565
37662,51C5,COIMBRES11DEL03,34,4.7,11.001753,76.986241,11.031753,77.016241,Drinks ,motorcycle ,25,24.981205
45095,23AF,COIMBRES03DEL03,27,4.7,11.025083,77.015393,11.055083,77.045393,Meal ,electric_scooter ,22,22.04991
16192,12EE,HYDRES14DEL03,36,4.8,17.426228,78.407495,17.456228,78.437495,Snack ,scooter ,19,19.090565
38966,9F1E,JAPRES07DEL02,28,4.6,26.766536,75.837333,26.896536,75.967333,Drinks ,motorcycle ,46,45.89883
26890,7E+06,PUNERES12DEL03,24,4.8,18.520016,73.830547,18.550016,73.860547,Meal ,scooter ,23,23.151405
15440,C838,AGRRES09DEL02,25,4.7,0.0,0.0,0.13,0.13,Meal ,motorcycle ,26,26.00238
7312,B9DE,CHENRES15DEL03,32,4.8,13.026286,80.275235,13.056286,80.305235,Buffet ,motorcycle ,27,26.934023
29532,418,MYSRES12DEL03,29,4.6,12.284747,76.625861,12.314747,76.655861,Buffet ,electric_scooter ,16,15.925627
17057,3DB8,MUMRES08DEL03,22,4.5,19.065838,72.832658,19.155838,72.922658,Buffet ,scooter ,25,24.913887
4279,9227,MUMRES05DEL02,22,4.6,18.927584,72.832585,19.057584,72.962585,Drinks ,electric_scooter ,24,23.872654
18803,3FFC,JAPRES06DEL02,24,4.5,26.911927,75.797282,26.991927,75.877282,Drinks ,scooter ,10,10.626296
20030,B857,MUMRES03DEL01,29,4.5,19.22384,72.841347,19.23384,72.851347,Meal ,motorcycle ,10,10.169705
10864,C0C3,ALHRES11DEL01,38,5.0,0.0,0.0,0.01,0.01,Meal ,motorcycle ,22,22.062765
15378,8711,RANCHIRES05DEL02,34,4.9,23.355164,85.324097,23.435164,85.404097,Snack ,motorcycle ,31,30.823174
11582,2146,SURRES03DEL02,32,5.0,21.186884,72.793616,21.236884,72.843616,Buffet ,motorcycle ,31,30.996916
45415,1040,HYDRES09DEL02,27,4.8,17.431668,78.408321,17.561668,78.538321,Buffet ,motorcycle ,26,26.00238
27876,9DAD,CHENRES20DEL03,24,4.8,12.975996,80.221898,13.035996,80.281898,Drinks ,scooter ,23,23.151405
27196,C303,KOCRES15DEL01,22,4.7,10.027364,76.308258,10.097364,76.378258,Snack ,motorcycle ,12,12.230395
29035,CC8B,ALHRES06DEL01,37,5.0,0.0,0.0,0.01,0.01,Meal ,scooter ,23,22.903637
22994,9C4F,JAPRES18DEL01,22,4.8,26.913987,75.752891,26.923987,75.762891,Drinks ,scooter ,10,9.916321
1096,9DC9,JAPRES03DEL01,30,4.8,26.913483,75.803139,27.023483,75.913139,Meal ,scooter ,22,22.060421
1982,E04B,GOARES09DEL01,30,4.8,15.303897,73.914336,15.413897,74.024336,Buffet ,scooter ,26,26.028744
14089,D9F2,KOCRES13DEL03,30,4.9,9.991703,76.293136,10.021703,76.323136,Snack ,motorcycle ,24,23.939972
13187,A55B,MYSRES02DEL03,30,4.8,12.304569,76.643622,12.394569,76.733622,Buffet ,scooter ,26,26.028744
30196,D8B4,AGRRES14DEL02,30,4.8,27.16185,78.040165,27.18185,78.060165,Snack ,scooter ,17,17.148546
31002,E158,KNPRES16DEL03,28,4.8,26.482581,80.315628,26.512581,80.345628,Drinks ,scooter ,10,10.082401
26556,2092,HYDRES010DEL01,34,4.7,17.428294,78.404423,17.538294,78.514423,Meal ,scooter ,17,17.15564
34665,337C,RANCHIRES09DEL02,24,4.6,23.351058,85.325731,23.431058,85.405731,Snack ,scooter ,28,28.055965
31809,4780,HYDRES15DEL02,28,4.7,17.45971,78.368855,17.47971,78.388855,Drinks ,scooter ,18,17.960625
7966,E1C9,LUDHRES09DEL03,36,4.7,30.885814,75.786976,30.945814,75.846976,Buffet ,scooter ,16,15.925627
12215,6D2F,CHENRES17DEL03,32,5.0,13.045479,80.23311,13.075479,80.26311,Snack ,motorcycle ,35,34.991367
11624,1F87,PUNERES07DEL03,31,4.8,18.546947,73.900626,18.636947,73.990626,Snack ,scooter ,26,26.028744
34284,469C,MUMRES15DEL02,32,4.0,19.176269,72.836721,19.196269,72.856721,Buffet ,motorcycle ,20,19.830437
16857,8.9E+06,MUMRES14DEL02,39,4.9,19.1813,72.836191,19.2013,72.856191,Snack ,scooter ,32,32.09456
6798,8D77,MYSRES05DEL02,35,4.8,12.323978,76.627961,12.453978,76.757961,Buffet ,scooter ,22,22.060421
34169,49D8,MUMRES15DEL01,29,4.9,19.176269,72.836721,19.286269,72.946721,Snack ,motorcycle ,10,10.864391
15786,2B0B,BANGRES19DEL01,30,4.4,12.914264,77.6784,12.954264,77.7184,Meal ,electric_scooter ,33,32.93572
40013,3517,CHENRES15DEL03,36,4.8,13.026286,80.275235,13.056286,80.305235,Snack ,electric_scooter ,27,26.944248
